,labelId,imageId,taskId,labelName,taskName,tasknum,task1,task2
916,62,678,21,fur,outerwear:material,2,outerwear,material
917,37,678,17,white,outerwear:color,2,outerwear,color
918,265,679,16,square,shoe:toe shape,2,shoe,toe shape
920,107,681,24,print,pants:decoration,2,pants,decoration
921,107,681,25,print,pants:pattern,2,pants,pattern
922,22,682,9,boot,shoe:type,2,shoe,type
923,24,683,7,lace,dress:material,2,dress,material
924,4,684,1,women,shoe:gender,2,shoe,gender
928,144,687,23,pants,pants:type,2,pants,type
934,55,692,37,floral,dress:pattern,2,dress,pattern
935,71,693,13,jackets,outerwear:type,2,outerwear,type
936,92,693,21,leather,outerwear:material,2,outerwear,material
937,30,694,12,short,dress:length,2,dress,length
938,51,695,9,oxford,shoe:type,2,shoe,type
939,23,696,17,red,outerwear:color,2,outerwear,color
940,184,697,41,ankle strap,shoe:back counter type,2,shoe,back counter type
941,184,697,10,ankle strap,shoe:closure type,2,shoe,closure type
942,226,698,14,engagement,dress:occasion,2,dress,occasion
943,133,698,14,evening,dress:occasion,2,dress,occasion
945,2,700,20,adult,outerwear:age,2,outerwear,age
946,1,700,15,men,outerwear:gender,2,outerwear,gender
947,17,701,6,beige,dress:color,2,dress,color
948,271,701,37,color block,dress:pattern,2,dress,pattern
954,37,704,3,white,shoe:color,2,shoe,color
955,23,705,6,red,dress:color,2,dress,color
956,30,706,12,short,dress:length,2,dress,length
957,233,707,5,feathers,dress:decoration,2,dress,decoration
958,89,707,12,mini,dress:length,2,dress,length
959,125,708,30,flowers,shoe:decoration,2,shoe,decoration
960,90,709,14,office,dress:occasion,2,dress,occasion
962,183,711,26,jeans,pants:material,2,pants,material
963,151,711,24,jogging,pants:decoration,2,pants,decoration
964,183,711,23,jeans,pants:type,2,pants,type
965,3,712,6,black,dress:color,2,dress,color
971,252,717,21,knitted,outerwear:material,2,outerwear,material
972,8,718,7,velvet,dress:material,2,dress,material
975,114,721,21,genuine leather,outerwear:material,2,outerwear,material
976,57,722,10,laceup,shoe:closure type,2,shoe,closure type
980,156,724,3,burgundy,shoe:color,2,shoe,color
981,1,725,1,men,shoe:gender,2,shoe,gender
982,1,726,1,men,shoe:gender,2,shoe,gender
983,2,726,2,adult,shoe:age,2,shoe,age
984,20,727,3,blue,shoe:color,2,shoe,color
986,30,729,12,short,dress:length,2,dress,length
987,4,730,15,women,outerwear:gender,2,outerwear,gender
988,2,730,20,adult,outerwear:age,2,outerwear,age
989,322,731,14,business,dress:occasion,2,dress,occasion
990,106,732,6,light blue,dress:color,2,dress,color
993,38,734,11,khaki,pants:color,2,pants,color
994,166,735,22,skinny,pants:fit,2,pants,fit
997,245,738,22,straight,pants:fit,2,pants,fit
1000,1,740,15,men,outerwear:gender,2,outerwear,gender
1004,54,743,21,down,outerwear:material,2,outerwear,material
1010,74,746,14,club,dress:occasion,2,dress,occasion
1013,4,749,32,women,pants:gender,2,pants,gender
1014,1,750,1,men,shoe:gender,2,shoe,gender
1015,2,750,2,adult,shoe:age,2,shoe,age
1017,3,752,3,black,shoe:color,2,shoe,color
1018,92,752,36,leather,shoe:material,2,shoe,material
1019,62,753,21,fur,outerwear:material,2,outerwear,material
1020,51,754,9,oxford,shoe:type,2,shoe,type
1021,2,755,20,adult,outerwear:age,2,outerwear,age
1022,1,755,15,men,outerwear:gender,2,outerwear,gender
1023,139,756,7,tulle,dress:material,2,dress,material
1024,256,757,3,transparent,shoe:color,2,shoe,color
1031,47,762,4,high,shoe:up height,2,shoe,up height
1032,1,762,1,men,shoe:gender,2,shoe,gender
1033,2,762,2,adult,shoe:age,2,shoe,age
1040,4,768,40,women,dress:gender,2,dress,gender
1041,2,768,29,adult,dress:age,2,dress,age
1042,238,769,33,plaid,outerwear:pattern,2,outerwear,pattern
1043,27,770,13,coats,outerwear:type,2,outerwear,type
1044,10,771,9,sneaker,shoe:type,2,shoe,type
1045,11,771,10,slipon,shoe:closure type,2,shoe,closure type
1048,304,773,14,bridesmaid,dress:occasion,2,dress,occasion
1049,5,774,18,flat,shoe:heel type,2,shoe,heel type
1050,5,774,9,flat,shoe:type,2,shoe,type
1051,1,775,15,men,outerwear:gender,2,outerwear,gender
1052,2,775,20,adult,outerwear:age,2,outerwear,age
1054,22,777,9,boot,shoe:type,2,shoe,type
1055,15,777,3,navy,shoe:color,2,shoe,color
1057,10,779,9,sneaker,shoe:type,2,shoe,type
1058,47,779,4,high,shoe:up height,2,shoe,up height
1059,4,780,15,women,outerwear:gender,2,outerwear,gender
1060,71,780,13,jackets,outerwear:type,2,outerwear,type
1061,2,780,20,adult,outerwear:age,2,outerwear,age
1062,1,781,32,men,pants:gender,2,pants,gender
1063,3,782,6,black,dress:color,2,dress,color
1066,42,785,31,kids,pants:age,2,pants,age
1068,15,787,6,navy,dress:color,2,dress,color
1069,81,787,6,dark blue,dress:color,2,dress,color
1071,62,789,7,fur,dress:material,2,dress,material
1072,27,790,13,coats,outerwear:type,2,outerwear,type
1074,183,792,23,jeans,pants:type,2,pants,type
1075,183,792,26,jeans,pants:material,2,pants,material
1076,166,792,22,skinny,pants:fit,2,pants,fit
1077,113,793,21,denim,outerwear:material,2,outerwear,material
1079,22,795,9,boot,shoe:type,2,shoe,type
1082,27,797,13,coats,outerwear:type,2,outerwear,type
1083,37,798,6,white,dress:color,2,dress,color
1084,207,798,8,bodycon,dress:silhouette,2,dress,silhouette
1086,37,800,6,white,dress:color,2,dress,color
1087,71,801,13,jackets,outerwear:type,2,outerwear,type
1090,24,804,7,lace,dress:material,2,dress,material
1091,17,804,6,beige,dress:color,2,dress,color
1092,24,804,5,lace,dress:decoration,2,dress,decoration
1096,169,807,6,orange,dress:color,2,dress,color
1104,14,812,12,midi,dress:length,2,dress,length
1107,247,815,6,light purple,dress:color,2,dress,color
1110,85,818,26,jersey,pants:material,2,pants,material
1116,27,823,13,coats,outerwear:type,2,outerwear,type
1118,3,825,6,black,dress:color,2,dress,color
1119,24,825,7,lace,dress:material,2,dress,material
1120,9,825,8,mermaid,dress:silhouette,2,dress,silhouette
1121,1,826,15,men,outerwear:gender,2,outerwear,gender
1122,110,827,11,navy blue,pants:color,2,pants,color
1123,20,827,11,blue,pants:color,2,pants,color
1124,15,827,11,navy,pants:color,2,pants,color
1128,1,831,1,men,shoe:gender,2,shoe,gender
1129,2,831,2,adult,shoe:age,2,shoe,age
1137,15,836,17,navy,outerwear:color,2,outerwear,color
1138,54,836,21,down,outerwear:material,2,outerwear,material
1147,3,842,6,black,dress:color,2,dress,color
1149,61,844,11,yellow,pants:color,2,pants,color
1150,42,844,31,kids,pants:age,2,pants,age
1154,116,846,33,leopard,outerwear:pattern,2,outerwear,pattern
1157,4,849,15,women,outerwear:gender,2,outerwear,gender
1158,3,849,17,black,outerwear:color,2,outerwear,color
1159,43,850,36,suede,shoe:material,2,shoe,material
1161,336,852,36,rubber,shoe:material,2,shoe,material
1165,27,856,13,coats,outerwear:type,2,outerwear,type
1166,214,857,26,latex,pants:material,2,pants,material
1167,326,858,25,american flag,pants:pattern,2,pants,pattern
1168,61,859,6,yellow,dress:color,2,dress,color
1169,72,859,14,red carpet,dress:occasion,2,dress,occasion
1170,92,860,21,leather,outerwear:material,2,outerwear,material
1172,294,862,14,date,dress:occasion,2,dress,occasion
1174,6,864,5,printed,dress:decoration,2,dress,decoration
1175,119,865,24,patchwork,pants:decoration,2,pants,decoration
1176,119,865,25,patchwork,pants:pattern,2,pants,pattern
1177,37,866,6,white,dress:color,2,dress,color
1178,81,867,11,dark blue,pants:color,2,pants,color
1190,183,873,26,jeans,pants:material,2,pants,material
1191,183,873,23,jeans,pants:type,2,pants,type
1194,2,876,2,adult,shoe:age,2,shoe,age
1195,1,876,1,men,shoe:gender,2,shoe,gender
1197,40,878,6,silver,dress:color,2,dress,color
1201,196,882,14,prom,dress:occasion,2,dress,occasion
1202,55,883,33,floral,outerwear:pattern,2,outerwear,pattern
1203,205,884,38,strapless,dress:collar,2,dress,collar
1211,251,889,41,slingbacks,shoe:back counter type,2,shoe,back counter type
1212,27,890,13,coats,outerwear:type,2,outerwear,type
1213,1,890,15,men,outerwear:gender,2,outerwear,gender
1218,23,893,6,red,dress:color,2,dress,color
1220,24,895,7,lace,dress:material,2,dress,material
1221,27,896,13,coats,outerwear:type,2,outerwear,type
1222,1,897,32,men,pants:gender,2,pants,gender
1223,255,897,24,men jeans,pants:decoration,2,pants,decoration
1227,71,901,13,jackets,outerwear:type,2,outerwear,type
1228,117,902,30,glitter,shoe:decoration,2,shoe,decoration
1229,148,903,24,ripped,pants:decoration,2,pants,decoration
1230,148,903,25,ripped,pants:pattern,2,pants,pattern
1231,17,904,3,beige,shoe:color,2,shoe,color
1232,60,905,13,parka,outerwear:type,2,outerwear,type
1233,217,906,7,knitting,dress:material,2,dress,material
1236,34,909,27,long,outerwear:length,2,outerwear,length
1237,27,909,13,coats,outerwear:type,2,outerwear,type
1240,1,912,1,men,shoe:gender,2,shoe,gender
1241,2,912,2,adult,shoe:age,2,shoe,age
1243,45,914,21,cashmere,outerwear:material,2,outerwear,material
1244,4,915,1,women,shoe:gender,2,shoe,gender
1248,41,919,6,pink,dress:color,2,dress,color
1249,24,920,7,lace,dress:material,2,dress,material
1250,343,920,14,holiday,dress:occasion,2,dress,occasion
1251,21,920,14,party,dress:occasion,2,dress,occasion
1252,122,920,14,cocktail,dress:occasion,2,dress,occasion
1253,89,920,12,mini,dress:length,2,dress,length
1254,126,921,9,loafers,shoe:type,2,shoe,type
1255,156,922,17,burgundy,outerwear:color,2,outerwear,color
1256,22,923,9,boot,shoe:type,2,shoe,type
1261,39,927,17,green,outerwear:color,2,outerwear,color
1262,22,928,9,boot,shoe:type,2,shoe,type
1263,60,929,13,parka,outerwear:type,2,outerwear,type
1264,10,930,9,sneaker,shoe:type,2,shoe,type
1265,26,931,14,wedding,dress:occasion,2,dress,occasion
1266,178,932,3,brown,shoe:color,2,shoe,color
1267,4,933,15,women,outerwear:gender,2,outerwear,gender
1268,2,933,20,adult,outerwear:age,2,outerwear,age
1269,24,934,7,lace,dress:material,2,dress,material
1270,22,935,9,boot,shoe:type,2,shoe,type
1271,23,936,6,red,dress:color,2,dress,color
1272,173,937,33,camo,outerwear:pattern,2,outerwear,pattern
1273,15,938,3,navy,shoe:color,2,shoe,color
1278,231,940,37,polka dot,dress:pattern,2,dress,pattern
1279,3,941,6,black,dress:color,2,dress,color
1281,22,943,9,boot,shoe:type,2,shoe,type
1284,118,946,3,grey,shoe:color,2,shoe,color
1285,126,947,9,loafers,shoe:type,2,shoe,type
1286,126,947,34,loafers,shoe:flat type,2,shoe,flat type
1287,4,948,1,women,shoe:gender,2,shoe,gender
1291,113,951,11,denim,pants:color,2,pants,color
1292,113,951,26,denim,pants:material,2,pants,material
1293,4,952,15,women,outerwear:gender,2,outerwear,gender
1294,239,952,13,raincoats,outerwear:type,2,outerwear,type
1295,263,953,21,flannel,outerwear:material,2,outerwear,material
1296,43,954,21,suede,outerwear:material,2,outerwear,material
1299,55,957,37,floral,dress:pattern,2,dress,pattern
1300,9,958,8,mermaid,dress:silhouette,2,dress,silhouette
1301,144,959,23,pants,pants:type,2,pants,type
1302,107,960,25,print,pants:pattern,2,pants,pattern
1303,107,960,24,print,pants:decoration,2,pants,decoration
1310,4,963,1,women,shoe:gender,2,shoe,gender
1312,27,965,13,coats,outerwear:type,2,outerwear,type
1316,92,969,21,leather,outerwear:material,2,outerwear,material
1317,71,969,13,jackets,outerwear:type,2,outerwear,type
1319,92,971,7,leather,dress:material,2,dress,material
1321,2,973,20,adult,outerwear:age,2,outerwear,age
1322,1,973,15,men,outerwear:gender,2,outerwear,gender
1323,133,974,14,evening,dress:occasion,2,dress,occasion
1324,116,975,37,leopard,dress:pattern,2,dress,pattern
1326,65,977,12,maxi,dress:length,2,dress,length
1328,133,979,14,evening,dress:occasion,2,dress,occasion
1329,35,980,8,lace applique,dress:silhouette,2,dress,silhouette
1330,71,981,13,jackets,outerwear:type,2,outerwear,type
1333,71,984,13,jackets,outerwear:type,2,outerwear,type
1340,47,991,18,high,shoe:heel type,2,shoe,heel type
1341,165,991,9,pump,shoe:type,2,shoe,type
1343,133,993,14,evening,dress:occasion,2,dress,occasion
1346,61,996,6,yellow,dress:color,2,dress,color
1347,84,997,3,gold,shoe:color,2,shoe,color
1349,5,999,9,flat,shoe:type,2,shoe,type
1350,5,999,4,flat,shoe:up height,2,shoe,up height
1351,5,999,18,flat,shoe:heel type,2,shoe,heel type
1352,320,999,16,open toe,shoe:toe shape,2,shoe,toe shape
1354,94,1001,21,faux leather,outerwear:material,2,outerwear,material
1355,71,1001,13,jackets,outerwear:type,2,outerwear,type
1356,114,1001,21,genuine leather,outerwear:material,2,outerwear,material
1357,92,1001,21,leather,outerwear:material,2,outerwear,material
1358,1,1002,15,men,outerwear:gender,2,outerwear,gender
1359,2,1002,20,adult,outerwear:age,2,outerwear,age
1360,4,1003,32,women,pants:gender,2,pants,gender
1362,54,1005,21,down,outerwear:material,2,outerwear,material
1363,107,1006,25,print,pants:pattern,2,pants,pattern
1364,107,1006,24,print,pants:decoration,2,pants,decoration
1365,37,1007,11,white,pants:color,2,pants,color
1366,30,1008,12,short,dress:length,2,dress,length
1367,122,1008,14,cocktail,dress:occasion,2,dress,occasion
1368,34,1009,12,long,dress:length,2,dress,length
1370,245,1011,8,straight,dress:silhouette,2,dress,silhouette
1371,54,1012,21,down,outerwear:material,2,outerwear,material
1375,26,1015,14,wedding,dress:occasion,2,dress,occasion
1377,15,1017,6,navy,dress:color,2,dress,color
1380,9,1019,8,mermaid,dress:silhouette,2,dress,silhouette
1382,4,1021,32,women,pants:gender,2,pants,gender
1384,71,1023,13,jackets,outerwear:type,2,outerwear,type
1385,92,1023,21,leather,outerwear:material,2,outerwear,material
1386,282,1024,31,baby,pants:age,2,pants,age
1387,23,1025,3,red,shoe:color,2,shoe,color
1388,127,1026,3,nude,shoe:color,2,shoe,color
1389,64,1027,21,satin,outerwear:material,2,outerwear,material
1391,186,1029,5,vintage,dress:decoration,2,dress,decoration
1395,60,1032,13,parka,outerwear:type,2,outerwear,type
1398,2,1035,2,adult,shoe:age,2,shoe,age
1399,4,1035,1,women,shoe:gender,2,shoe,gender
1401,92,1037,36,leather,shoe:material,2,shoe,material
1402,41,1038,6,pink,dress:color,2,dress,color
1403,34,1038,12,long,dress:length,2,dress,length
1404,196,1038,14,prom,dress:occasion,2,dress,occasion
1410,132,1043,6,light pink,dress:color,2,dress,color
1411,123,1044,21,faux fur,outerwear:material,2,outerwear,material
1418,39,1047,17,green,outerwear:color,2,outerwear,color
1419,20,1048,3,blue,shoe:color,2,shoe,color
1420,110,1048,3,navy blue,shoe:color,2,shoe,color
1425,1,1053,1,men,shoe:gender,2,shoe,gender
1426,2,1053,2,adult,shoe:age,2,shoe,age
1427,10,1054,9,sneaker,shoe:type,2,shoe,type
1428,124,1055,7,jacquard,dress:material,2,dress,material
1429,4,1056,32,women,pants:gender,2,pants,gender
1430,39,1057,6,green,dress:color,2,dress,color
1431,224,1057,6,emerald,dress:color,2,dress,color
1432,215,1058,14,summer,dress:occasion,2,dress,occasion
1433,6,1058,5,printed,dress:decoration,2,dress,decoration
1435,42,1060,31,kids,pants:age,2,pants,age
1436,2,1061,29,adult,dress:age,2,dress,age
1437,4,1061,40,women,dress:gender,2,dress,gender
1438,128,1062,9,sandals,shoe:type,2,shoe,type
1439,5,1062,4,flat,shoe:up height,2,shoe,up height
1440,5,1062,18,flat,shoe:heel type,2,shoe,heel type
1441,53,1063,30,embroider,shoe:decoration,2,shoe,decoration
1442,24,1064,21,lace,outerwear:material,2,outerwear,material
1444,28,1066,17,camel,outerwear:color,2,outerwear,color
1454,71,1072,13,jackets,outerwear:type,2,outerwear,type
1455,71,1073,13,jackets,outerwear:type,2,outerwear,type
1456,145,1074,22,slim,pants:fit,2,pants,fit
1459,20,1077,6,blue,dress:color,2,dress,color
1460,26,1078,14,wedding,dress:occasion,2,dress,occasion
1461,304,1078,14,bridesmaid,dress:occasion,2,dress,occasion
1462,4,1078,40,women,dress:gender,2,dress,gender
1463,234,1079,8,high low,dress:silhouette,2,dress,silhouette
1464,1,1080,15,men,outerwear:gender,2,outerwear,gender
1465,60,1080,13,parka,outerwear:type,2,outerwear,type
1466,2,1080,20,adult,outerwear:age,2,outerwear,age
1471,31,1082,13,blazers,outerwear:type,2,outerwear,type
1472,1,1083,32,men,pants:gender,2,pants,gender
1473,203,1083,11,dark grey,pants:color,2,pants,color
1474,88,1083,26,fleece,pants:material,2,pants,material
1475,2,1083,31,adult,pants:age,2,pants,age
1476,151,1083,24,jogging,pants:decoration,2,pants,decoration
1477,71,1084,13,jackets,outerwear:type,2,outerwear,type
1479,4,1086,15,women,outerwear:gender,2,outerwear,gender
1482,4,1089,15,women,outerwear:gender,2,outerwear,gender
1483,273,1090,8,sheath,dress:silhouette,2,dress,silhouette
1486,26,1092,14,wedding,dress:occasion,2,dress,occasion
1488,16,1094,26,silk,pants:material,2,pants,material
1489,47,1095,4,high,shoe:up height,2,shoe,up height
1491,22,1097,9,boot,shoe:type,2,shoe,type
1492,1,1097,1,men,shoe:gender,2,shoe,gender
1493,99,1097,3,dark brown,shoe:color,2,shoe,color
1494,2,1097,2,adult,shoe:age,2,shoe,age
1495,178,1097,3,brown,shoe:color,2,shoe,color
1497,229,1099,5,tassel,dress:decoration,2,dress,decoration
1499,4,1101,15,women,outerwear:gender,2,outerwear,gender
1502,5,1104,4,flat,shoe:up height,2,shoe,up height
1503,5,1104,18,flat,shoe:heel type,2,shoe,heel type
1504,51,1104,9,oxford,shoe:type,2,shoe,type
1505,71,1105,13,jackets,outerwear:type,2,outerwear,type
1506,355,1106,24,tie dye,pants:decoration,2,pants,decoration
1508,4,1108,15,women,outerwear:gender,2,outerwear,gender
1509,39,1109,6,green,dress:color,2,dress,color
1511,37,1111,17,white,outerwear:color,2,outerwear,color
1515,10,1113,9,sneaker,shoe:type,2,shoe,type
1516,61,1114,17,yellow,outerwear:color,2,outerwear,color
1517,280,1115,44,ankle,pants:length,2,pants,length
1518,23,1116,11,red,pants:color,2,pants,color
1525,151,1120,24,jogging,pants:decoration,2,pants,decoration
1526,2,1121,20,adult,outerwear:age,2,outerwear,age
1527,1,1121,15,men,outerwear:gender,2,outerwear,gender
1528,132,1122,6,light pink,dress:color,2,dress,color
1529,37,1123,6,white,dress:color,2,dress,color
1530,111,1124,11,gray,pants:color,2,pants,color
1531,203,1124,11,dark grey,pants:color,2,pants,color
1535,192,1127,8,fit and flare,dress:silhouette,2,dress,silhouette
1536,41,1128,17,pink,outerwear:color,2,outerwear,color
1537,15,1129,6,navy,dress:color,2,dress,color
1541,113,1131,21,denim,outerwear:material,2,outerwear,material
1542,52,1132,19,shawl,outerwear:collar,2,outerwear,collar
1544,4,1134,1,women,shoe:gender,2,shoe,gender
1545,38,1135,6,khaki,dress:color,2,dress,color
1546,89,1135,12,mini,dress:length,2,dress,length
1548,62,1137,21,fur,outerwear:material,2,outerwear,material
1549,1,1138,15,men,outerwear:gender,2,outerwear,gender
1550,2,1138,20,adult,outerwear:age,2,outerwear,age
